Episode,Reward,Success,MinDistance_cm,Actor_Loss,Critic_Loss
1,-55.225,0,10.016,,
2,-57.995,0,30.131,,
3,-28.846,0,7.503,,
4,-65.804,0,25.351,,
5,-31.880,0,25.218,,
6,-24.247,0,13.416,,
7,-23.447,0,14.553,,
8,-28.869,0,11.015,,
9,-58.610,0,16.446,,
10,-30.999,0,21.652,,
11,-63.810,0,24.216,-9.981717,33.579372
12,-29.408,0,21.760,-13.133896,12.107481
13,-26.056,0,11.227,-13.526309,10.444708
14,-72.915,0,21.832,-13.977684,7.314751
15,-51.585,0,28.211,-14.272160,8.529488
16,-61.467,0,23.878,-14.995574,6.324104
17,-23.012,0,13.147,-15.545387,4.286454
18,-59.250,0,26.176,-15.927710,2.587216
19,-20.520,0,12.515,-16.278490,4.660584
20,-61.376,0,20.715,-16.828876,6.650264
21,-50.000,0,53.771,-17.081230,11.480742
22,-50.000,0,28.991,-17.493015,9.374115
23,-24.954,0,18.165,-17.894365,10.570910
24,-24.963,0,6.821,-17.996115,14.951669
25,-24.757,0,18.147,-18.224833,47.146751
26,-24.422,0,10.517,-18.416775,16.818535
27,-72.343,0,7.398,-18.944489,16.064165
28,-27.244,0,20.016,-19.055027,21.053879
29,-60.490,0,5.940,-19.043049,20.694361
30,-29.625,0,10.930,-19.304720,23.106354
31,-28.197,0,3.928,-19.373951,18.543554
32,-69.471,0,17.876,-19.357594,55.081966
33,-21.804,0,6.544,-19.506111,26.786701
34,-22.878,0,17.873,-19.373966,24.258434
35,-19.770,0,5.594,-20.022505,32.769272
36,-27.049,0,11.640,-19.768518,29.013496
37,-70.350,0,13.537,-19.861122,33.809006
38,-66.464,0,10.124,-20.158747,28.736900
39,-28.840,0,10.921,-20.060318,27.933998
40,-22.779,0,20.310,-19.809372,33.384163
41,-21.452,0,8.231,-20.262180,39.540535
42,-65.044,0,14.903,-20.182732,36.699043
43,-59.252,0,19.939,-19.894306,34.363792
44,-55.894,0,14.975,-19.652521,63.376961
45,-27.492,0,18.811,-19.753662,36.167011
46,-59.012,0,10.647,-19.740505,35.133961
47,-55.753,0,13.033,-19.841721,35.335762
48,-18.880,0,6.354,-19.743984,31.178596
49,-28.555,0,16.722,-19.594936,42.435581
50,-35.729,0,26.637,-19.393513,68.528229
51,-19.320,0,12.272,-19.025871,31.524139
52,-27.802,0,21.654,-19.426579,42.148060
53,-20.705,0,20.826,-19.141077,41.645977
54,-24.566,0,7.262,-18.743065,93.708923
55,-37.047,0,26.291,-18.837412,34.898979
56,-27.420,0,22.297,-19.082106,31.232426
57,-27.569,0,12.522,-18.798721,30.157154
58,-27.205,0,14.279,-18.774059,30.888123
59,-59.404,0,21.405,-18.727392,30.068216
60,-20.867,0,9.174,-18.185671,61.482689
61,-72.677,0,16.043,-18.186949,72.504463
62,-58.419,0,19.710,-17.982260,25.252682
63,-61.455,0,19.850,-17.750269,57.468559
64,-26.116,0,5.813,-17.628725,63.163353
65,-32.490,0,6.422,-17.907185,24.623798
66,-26.013,0,16.266,-17.881042,24.649490
67,-34.365,0,30.268,-17.513187,58.097054
68,-27.455,0,22.123,-17.759367,22.027042
69,-26.541,0,2.522,-17.492558,32.265305
70,-19.390,0,11.779,-17.635794,26.380726
71,-30.085,0,10.726,-17.150375,23.642361
72,-16.919,0,14.170,-17.207508,23.978905
73,-22.260,0,8.266,-17.150822,18.253036
74,-33.821,0,14.943,-16.784185,18.763885
75,-21.327,0,8.936,-16.560930,26.367302
76,-21.678,0,10.787,-16.765223,18.235050
77,-24.074,0,15.850,-16.361866,17.786594
78,-23.947,0,16.530,-16.446798,17.030670
79,-26.224,0,2.783,-16.451012,40.378502
80,-27.376,0,13.735,-16.517563,18.530481
81,-20.844,0,18.068,-16.233767,49.979294
82,-24.528,0,8.194,-15.895449,14.866985
83,-24.062,0,9.198,-15.799654,16.115849
84,-28.983,0,16.356,-15.468847,19.546726
85,-67.379,0,7.642,-15.361753,15.673607
86,-24.726,0,8.996,-15.213798,11.806641
87,-28.202,0,22.645,-15.391026,15.978311
88,-27.299,0,13.730,-15.305537,16.694809
89,-21.943,0,11.713,-15.052042,41.666992
90,-25.795,0,11.881,-15.045298,14.768296
91,-17.684,0,7.780,-14.726561,35.753284
92,-19.863,0,5.953,-14.534462,9.390212
93,-29.424,0,14.981,-14.681780,11.687344
94,-15.856,0,11.725,-14.658724,10.217920
95,-27.100,0,13.821,-14.456784,16.082150
96,-21.746,0,5.592,-14.677536,8.152437
97,-18.681,0,6.983,-14.415071,11.465721
98,-25.771,0,21.082,-14.375577,9.972820
99,-25.278,0,11.998,-14.158085,33.672340
100,-20.098,0,9.110,-13.992001,11.768720
101,-54.816,0,21.355,-13.924973,44.054657
102,-23.920,0,11.277,-14.129760,13.619864
103,-21.690,0,3.295,-13.683320,11.539488
104,-30.894,0,21.644,-13.834686,9.449115
105,-19.312,0,7.556,-13.497561,62.855621
106,-27.198,0,12.999,-13.428785,9.678339
107,-18.959,0,12.605,-13.354287,9.137951
108,-19.766,0,18.874,-12.974656,37.117126
109,-20.443,0,13.139,-13.166027,9.661874
110,-22.290,0,17.698,-13.073221,7.242137
111,-26.595,0,20.760,-12.951363,5.014491
112,-22.604,0,19.151,-13.012074,10.541416
113,-22.339,0,13.457,-12.894575,11.137756
114,-19.079,0,7.640,-12.662987,7.969307
115,-28.000,0,11.674,-12.735018,8.044643
116,-27.874,0,9.971,-12.516171,33.291180
117,-50.318,0,16.542,-12.520322,35.294209
118,-17.536,0,9.493,-12.401056,4.870217
119,-24.269,0,18.277,-12.252309,5.895777
120,-20.277,0,4.817,-12.282681,5.002990
121,-26.325,0,20.857,-12.071999,6.519814
122,-28.040,0,19.644,-12.237190,28.472799
123,-20.564,0,7.740,-12.306726,4.881696
124,-19.608,0,22.543,-11.860353,4.799445
125,-21.260,0,3.927,-11.876617,10.282073
126,-30.875,0,17.844,-11.779755,5.718373
127,-17.808,0,10.349,-11.857093,4.033533
128,-63.400,0,8.202,-11.537541,8.518493
129,-27.974,0,14.571,-11.586495,6.469129
130,-23.353,0,21.669,-11.372229,5.144562
131,-26.548,0,16.085,-11.341038,5.276786
132,-23.831,0,25.717,-11.502105,3.648124
133,-25.044,0,12.018,-11.310215,8.545233
134,-18.660,0,14.310,-11.153285,5.580803
135,-22.001,0,7.014,-11.124927,49.459961
136,-21.288,0,12.061,-10.874041,5.491664
137,-21.428,0,14.889,-10.963104,4.194795
138,-21.643,0,7.530,-10.763556,4.828851
139,-21.442,0,13.631,-10.942014,25.194328
140,-20.015,0,16.316,-10.904709,4.667845
141,-25.316,0,15.062,-10.650822,4.894735
142,-15.097,0,9.927,-10.563573,3.590672
143,-22.890,0,5.745,-10.524540,27.887939
144,-20.225,0,4.657,-10.655323,3.186665
145,-20.833,0,16.479,-10.526379,25.486279
146,-22.888,0,14.322,-10.469299,6.422741
147,-20.096,0,8.930,-10.319256,7.651184
148,-19.167,0,5.908,-10.155476,7.280938
149,-21.531,0,18.691,-10.272143,26.541389
150,-20.009,0,19.443,-10.294944,31.440363
151,-19.964,0,18.597,-9.955171,6.554009
152,-16.047,0,7.076,-10.045113,5.237011
153,-15.050,0,7.098,-9.899454,5.769083
154,-20.362,0,9.679,-9.757658,5.340922
155,-18.154,0,9.737,-9.778580,7.033611
156,-27.880,0,20.497,-9.903937,6.950641
157,-27.805,0,8.408,-9.699990,9.719153
158,-16.982,0,3.213,-9.469037,5.863647
159,-19.672,0,12.163,-9.788454,28.852417
160,-17.622,0,9.761,-9.623247,4.754063
161,-27.650,0,20.548,-9.377975,8.481030
162,-21.267,0,18.178,-9.412607,7.383221
163,-14.540,0,13.207,-9.426714,6.408494
164,-19.233,0,16.894,-9.321708,5.314259
165,-19.306,0,5.459,-9.365425,3.706417
166,-18.914,0,11.762,-9.372026,2.302369
167,-16.383,0,12.757,-9.267337,5.160102
168,-19.289,0,10.879,-8.955429,7.810985
169,-22.749,0,18.145,-9.141060,3.887748
170,-15.884,0,9.516,-9.211585,5.096695
171,-17.494,0,6.689,-9.240783,25.701971
172,-21.959,0,3.002,-9.081190,11.285241
173,-14.067,0,4.768,-8.955714,28.134182
174,-13.897,0,13.200,-8.842531,30.726099
175,-18.985,0,18.532,-8.739696,6.385801
176,-15.689,0,8.942,-8.794504,29.044704
177,-13.862,0,5.261,-8.854700,28.752026
178,-22.721,0,6.991,-8.620007,6.087335
179,-18.283,0,2.489,-8.673382,6.710823
180,-27.719,0,5.547,-8.592100,26.014484
181,-17.668,0,6.577,-8.433878,6.095531
182,-15.805,0,6.159,-8.547456,6.457580
183,-21.091,0,10.406,-8.533702,22.890614
184,-16.788,0,9.265,-8.459037,5.977122
185,-19.496,0,15.833,-8.293303,6.732207
186,-13.220,0,6.678,-8.348876,5.433101
187,-24.687,0,16.457,-8.238736,5.545962
188,-13.438,0,8.074,-8.264504,4.955900
189,-14.384,0,2.361,-8.409048,6.375634
190,-14.660,0,13.277,-8.253707,6.128432
191,-21.057,0,11.333,-8.357351,7.010401
192,-17.020,0,3.791,-8.335391,7.438022
193,-24.484,0,13.463,-8.266502,5.737342
194,-22.225,0,13.807,-7.997229,30.808155
195,-16.076,0,5.104,-8.110413,5.198116
196,-9.435,0,6.855,-8.306476,7.872122
197,-16.773,0,10.895,-7.886015,7.114275
198,-20.345,0,22.531,-8.218860,28.588741
199,-22.636,0,23.770,-7.969221,7.100266
200,-18.136,0,18.105,-7.934848,7.868728
201,-18.872,0,13.696,-7.963379,28.996004
202,-28.040,0,27.906,-7.824765,8.418585
203,-13.194,0,7.255,-7.795181,7.285632
204,-14.858,0,9.909,-7.868042,7.045912
205,-14.242,0,11.537,-7.874381,7.629919
206,-22.403,0,13.098,-7.880847,9.258839
207,-17.849,0,14.830,-7.530712,47.102798
208,-12.378,0,3.977,-7.810940,8.777116
209,-16.896,0,8.255,-7.788706,6.099993
210,-15.318,0,8.547,-7.506413,26.049324
211,-12.412,0,4.332,-7.752986,7.684767
212,-18.692,0,11.426,-7.905183,28.438835
213,-19.504,0,10.858,-7.804578,8.901724
214,-15.238,0,5.203,-7.730563,6.000491
