Episode,Reward,Success,MinDistance_cm,Actor_Loss,Critic_Loss
1,-66.063,0,22.612,,
2,-25.740,0,8.606,,
3,-62.686,0,13.820,,
4,-24.722,0,12.226,,
5,-19.116,0,8.946,,
6,-56.039,0,7.007,,
7,-24.831,0,17.445,,
8,-18.463,0,11.263,,
9,-49.737,0,17.851,,
10,-25.687,0,16.688,,
11,-21.084,0,19.030,,
12,-18.107,0,3.948,,
13,-20.299,0,13.846,,
14,-20.120,0,10.563,,
15,-50.769,0,23.022,,
16,-23.606,0,20.679,,
17,-53.019,0,29.475,,
18,-22.202,0,14.738,,
19,-47.223,0,6.165,,
20,-22.544,0,4.342,,
21,-17.564,0,7.195,,
22,-21.387,0,15.548,,
23,-20.536,0,7.836,,
24,-22.634,0,6.382,,
25,-26.166,0,12.846,-4.444351,55.889030
26,-64.165,0,5.591,-4.935629,79.327957
27,-60.860,0,11.248,-5.321893,73.351753
28,-21.795,0,7.079,-5.583083,75.248840
29,-21.916,0,6.667,-5.755470,69.083031
30,-18.558,0,13.528,-5.888376,47.766487
31,-56.831,0,22.339,-5.997034,87.407578
32,-15.703,0,14.445,-6.145864,89.179169
33,-20.822,0,7.343,-6.562878,86.658127
34,-20.920,0,18.063,-6.568186,82.048599
35,-21.187,0,13.333,-6.739625,40.620911
36,-19.130,0,5.539,-6.925761,19.931671
37,-26.619,0,12.968,-6.789029,76.153656
38,-25.132,0,5.156,-6.936960,36.353119
39,-15.914,0,12.805,-7.157250,30.320162
40,-18.638,0,19.188,-7.590976,14.620838
41,-64.724,0,7.106,-7.683768,50.987713
42,-16.246,0,16.610,-7.896103,49.987679
43,-24.160,0,10.295,-7.699894,12.660298
44,-19.193,0,7.556,-7.879080,29.134014
45,-15.645,0,5.277,-8.399405,52.736607
46,-18.339,0,14.251,-8.211095,29.068382
47,-15.304,0,10.696,-8.462646,11.639097
48,-15.826,0,11.064,-8.386375,11.849632
49,-17.627,0,14.263,-8.309449,41.785706
50,-10.760,0,4.607,-8.305051,27.005527
51,-23.275,0,5.159,-9.041920,36.246437
52,-22.886,0,7.665,-8.916238,25.825487
53,-10.477,0,6.688,-8.669318,19.734198
54,-13.710,0,15.214,-8.862291,25.282827
55,-14.056,0,9.059,-8.951590,11.823992
56,-13.116,0,11.241,-8.701922,41.535057
57,-18.342,0,5.306,-8.877887,47.783089
58,-15.728,0,9.646,-8.952254,24.988407
59,-10.869,0,7.480,-8.658581,21.448824
60,-18.341,0,21.820,-9.221768,24.939669
61,-15.223,0,7.872,-9.032993,24.162651
62,-16.896,0,6.905,-9.067453,27.092175
63,-12.859,0,8.062,-8.853394,7.158783
64,-18.009,0,19.954,-8.863621,25.872740
65,-17.058,0,4.785,-8.718761,15.305111
66,-14.929,0,10.384,-9.150804,25.949917
67,-14.329,0,8.064,-8.745268,45.749859
68,-14.189,0,10.147,-9.164500,30.163136
69,-13.837,0,11.960,-8.839931,20.771818
70,-14.588,0,12.248,-8.738957,17.792305
