Episode,Reward,Waypoints_Reached,Shape_Complete,Actor_Loss,Critic_Loss
81,-27.000,3,0,2.470554,0.949574
82,-19.000,4,1,2.655325,1.039189
83,-28.000,2,0,2.727100,1.077834
84,-28.000,2,0,2.575573,1.252104
85,-27.000,3,0,2.723132,1.260691
86,-28.000,2,0,2.517536,1.198622
87,-27.000,3,0,2.761582,1.050064
88,-27.000,3,0,2.728935,1.049953
89,-28.000,2,0,2.683995,1.116789
90,-21.000,4,1,2.618265,1.482944
91,-26.000,4,1,2.534214,1.237800
92,-28.000,2,0,2.651912,1.213062
93,-28.000,2,0,2.647009,1.425134
94,-28.000,2,0,2.866286,1.259774
95,-27.000,3,0,2.701256,1.226711
96,-21.000,4,1,2.707167,1.194990
97,-29.000,1,0,2.908487,1.171430
98,-28.000,2,0,2.601758,1.395508
99,-25.000,4,1,2.751567,1.409208
100,-28.000,2,0,2.833922,1.174689
101,-30.000,0,0,2.547497,1.443254
102,-28.000,2,0,2.793232,1.395474
103,-18.000,4,1,2.631335,1.520484
104,-28.000,2,0,2.808547,1.298581
105,-28.000,2,0,2.859428,1.297195
106,-21.000,4,1,2.545773,1.412326
107,-24.000,4,1,2.994963,1.255982
108,-29.000,1,0,3.129573,1.034914
109,-16.000,4,1,2.884941,1.302138
110,-28.000,2,0,3.002935,1.271795
111,-28.000,2,0,2.699205,1.581153
112,-27.000,3,0,2.635748,1.477845
113,-27.000,3,0,2.925834,1.595538
114,-10.000,4,1,2.652233,1.040813
115,-27.000,3,0,2.872086,1.378275
116,-28.000,2,0,3.171040,1.549996
117,-29.000,1,0,2.875746,0.984420
118,-20.000,4,1,3.077748,1.129029
119,-27.000,3,0,2.857509,1.434952
120,-27.000,3,0,2.793990,1.287946
121,-27.000,3,0,3.243737,1.439785
122,-28.000,2,0,3.100728,1.568473
123,-17.000,4,1,3.000026,1.462995
124,-14.000,4,1,2.964032,1.563701
125,-17.000,4,1,2.987594,1.248280
126,-15.000,4,1,3.055214,1.298094
127,-22.000,4,1,2.961394,1.433190
128,-27.000,3,0,3.176820,1.110583
129,-27.000,3,0,2.944090,1.291290
130,-15.000,4,1,3.117905,1.668609
131,-28.000,2,0,3.118764,1.349003
132,-16.000,4,1,2.898273,1.140715
133,-21.000,4,1,3.001136,1.539977
134,-17.000,4,1,2.931283,1.235571
135,-28.000,2,0,3.114416,1.127007
136,-23.000,4,1,3.142673,1.500157
137,-25.000,4,1,3.126022,1.608575
138,-27.000,3,0,2.981800,1.509773
139,-27.000,3,0,3.313871,1.352531
140,-28.000,2,0,3.135206,1.344718
141,-27.000,3,0,2.891193,1.312917
142,-28.000,2,0,3.202921,1.606866
143,-21.000,4,1,3.028743,1.168431
144,-24.000,4,1,2.988829,1.709976
145,-27.000,3,0,3.431852,1.715652
146,-28.000,2,0,2.932665,1.269901
147,-28.000,2,0,3.153967,1.477462
148,-29.000,1,0,3.141403,1.602381
149,-27.000,3,0,3.330327,1.221119
150,-23.000,4,1,2.758189,1.516773
151,-26.000,4,1,3.131075,1.411488
152,-27.000,3,0,3.314544,1.534379
153,-21.000,4,1,3.439323,1.528077
154,-17.000,4,1,3.083277,1.228454
155,-21.000,4,1,3.105644,1.843459
156,-18.000,4,1,3.066598,1.248270
157,-30.000,0,0,3.165483,1.470371
158,-29.000,1,0,3.386213,1.738569
159,-28.000,2,0,3.130342,1.399288
160,-27.000,3,0,3.077857,1.554866
161,-29.000,1,0,2.939331,1.417619
162,-18.000,4,1,3.014248,1.373500
163,-28.000,2,0,3.241980,1.434558
164,-21.000,4,1,3.147531,1.552577
165,-27.000,3,0,3.346351,1.376474
166,-16.000,4,1,3.499407,1.395320
167,-28.000,2,0,3.046966,1.697655
168,-26.000,4,1,3.122216,1.442739
169,-28.000,2,0,3.186980,1.545078
170,-28.000,2,0,3.098470,1.401100
171,-28.000,2,0,3.411437,1.562169
172,-16.000,4,1,3.449801,1.586216
173,-29.000,1,0,3.386055,1.789276
174,-27.000,3,0,3.150774,1.844178
175,-25.000,4,1,3.364879,1.636275
176,-12.000,4,1,3.449751,1.480534
177,-15.000,4,1,3.289023,1.818359
178,-22.000,4,1,3.234532,1.470189
179,-25.000,4,1,3.658408,1.303455
180,-28.000,2,0,3.303958,1.485437
181,-28.000,2,0,3.275456,1.547621
182,-27.000,3,0,3.315127,1.429309
183,-27.000,3,0,3.442987,1.723174
184,-29.000,1,0,3.354194,1.264126
185,-11.000,4,1,3.115958,1.345230
186,-28.000,2,0,3.598861,1.347543
187,-21.000,4,1,3.512048,1.796201
188,-19.000,4,1,3.197818,1.493892
189,-27.000,3,0,3.353844,1.706458
190,-26.000,4,1,3.442342,1.697133
191,-28.000,2,0,3.594259,1.701908
192,-27.000,3,0,3.191785,2.082366
193,-14.000,4,1,3.422371,2.048940
194,-10.000,4,1,3.380623,1.715512
195,-23.000,4,1,3.511830,1.446290
196,-28.000,2,0,3.296651,1.532224
197,-16.000,4,1,3.337656,1.712710
198,-17.000,4,1,3.469600,1.852818
199,-15.000,4,1,3.114000,1.510405
200,-28.000,2,0,3.465503,1.712401
201,-19.000,4,1,3.293161,1.763143
202,-17.000,4,1,3.627407,1.542717
203,-27.000,3,0,3.594595,1.746565
204,-28.000,2,0,3.498136,1.472463
205,-27.000,3,0,3.511555,1.579640
206,-28.000,2,0,3.244965,1.794741
207,-25.000,4,1,3.349258,2.062905
208,-27.000,3,0,3.376792,1.498821
209,-25.000,4,1,3.409142,1.878045
210,-24.000,4,1,3.352757,1.882943
211,-19.000,4,1,3.648771,1.936714
212,-23.000,4,1,3.285067,1.475863
213,-27.000,3,0,3.329176,1.453855
214,-22.000,4,1,3.382801,2.030651
215,-27.000,3,0,3.749780,1.917256
216,-28.000,2,0,3.713854,1.583797
217,-27.000,3,0,3.325277,1.427812
218,-28.000,2,0,3.483322,1.390588
219,-14.000,4,1,3.708157,1.592528
220,-27.000,3,0,3.281153,1.877199
221,-11.000,4,1,3.561669,1.427990
222,-17.000,4,1,3.633196,1.921743
223,-26.000,4,1,3.848568,2.186115
224,-28.000,2,0,3.200272,1.911391
225,-13.000,4,1,3.816608,1.588665
226,-27.000,3,0,3.628706,1.839548
227,-27.000,3,0,3.341527,1.764499
228,-16.000,4,1,3.641697,1.786907
229,-27.000,3,0,3.253193,1.863564
230,-24.000,4,1,3.598705,1.990250
231,-20.000,4,1,3.503983,1.730288
232,-28.000,2,0,3.714816,1.334337
233,-18.000,4,1,3.501764,1.745825
234,-27.000,3,0,3.457942,1.525249
235,-28.000,2,0,3.549531,1.840232
236,-14.000,4,1,3.507139,1.729075
237,-13.000,4,1,3.655250,1.607975
238,-27.000,3,0,3.694480,1.792399
239,-18.000,4,1,3.297829,1.480851
240,-25.000,4,1,3.907996,1.955528
241,-27.000,3,0,3.413986,1.660682
242,-21.000,4,1,3.549867,1.774423
243,-12.000,4,1,3.833732,1.749670
244,-27.000,3,0,3.776724,1.887945
245,-13.000,4,1,3.676897,1.783454
246,-14.000,4,1,3.880979,2.149698
247,-23.000,4,1,3.402835,1.648986
248,-15.000,4,1,3.485417,2.115958
249,-24.000,4,1,3.588680,1.754695
250,-20.000,4,1,3.837139,1.746593
251,-16.000,4,1,3.783602,1.634695
252,-21.000,4,1,3.482875,1.522757
253,-28.000,2,0,3.393451,1.651806
254,-27.000,3,0,3.722888,1.700443
255,-23.000,4,1,4.061393,1.887403
256,-22.000,4,1,3.449971,1.759858
257,-17.000,4,1,3.665721,1.595614
258,-28.000,2,0,3.766451,1.597136
259,-16.000,4,1,3.480263,1.782889
260,-18.000,4,1,3.520615,1.937608
261,-24.000,4,1,3.764107,1.978916
262,-23.000,4,1,3.868618,1.717586
263,-27.000,3,0,3.861658,1.719435
264,-24.000,4,1,3.748379,1.472749
265,-24.000,4,1,3.613506,1.372591
266,-22.000,4,1,3.422376,1.746236
267,-25.000,4,1,3.749228,1.872547
268,-17.000,4,1,3.474479,1.525401
269,-21.000,4,1,3.799658,1.881860
270,-24.000,4,1,3.337867,1.734788
271,-17.000,4,1,3.463745,1.462103
272,-28.000,2,0,3.744634,1.615728
273,-16.000,4,1,3.655307,1.632121
274,-24.000,4,1,3.685846,1.991859
275,-19.000,4,1,3.842616,1.785319
276,-27.000,3,0,3.863954,1.388529
277,-21.000,4,1,3.984560,1.601458
278,-19.000,4,1,3.521854,2.069950
279,-19.000,4,1,3.661383,1.762046
280,-16.000,4,1,3.557636,1.733306
281,-18.000,4,1,3.667173,1.790781
282,-25.000,4,1,3.549367,1.869528
283,-11.000,4,1,3.929141,1.504031
284,-19.000,4,1,3.302449,2.147313
285,-14.000,4,1,3.564263,1.752686
286,-27.000,3,0,3.808900,1.483664
287,-27.000,3,0,3.628043,1.561784
288,-20.000,4,1,3.444986,1.557153
289,-17.000,4,1,3.918918,1.811915
290,-24.000,4,1,3.524463,1.572340
291,-21.000,4,1,3.572172,1.374582
292,-23.000,4,1,3.602444,2.008463
293,-28.000,2,0,3.780933,1.453831
294,-9.000,4,1,3.596695,2.070976
295,-27.000,3,0,3.526634,1.496237
296,-17.000,4,1,3.600104,1.956182
297,-16.000,4,1,3.506311,1.698974
298,-23.000,4,1,3.546399,1.395733
299,-15.000,4,1,3.298395,1.436774
300,-22.000,4,1,3.716656,1.865345
