Episode,Reward,Waypoints_Reached,Shape_Complete,Actor_Loss,Critic_Loss
332,-48.000,2,0,-6.078807,1.249294
333,-48.000,2,0,-6.359143,0.765824
334,-48.000,2,0,-6.182899,0.853476
335,-49.000,1,0,-6.112665,0.633490
336,-46.000,4,0,-6.005999,1.602203
337,-49.000,1,0,-5.924612,1.130993
338,-48.000,2,0,-6.074992,1.066209
339,-46.000,4,0,-6.129290,1.230074
340,-50.000,0,0,-6.133717,0.864672
341,-47.000,3,0,-6.143105,0.888765
342,-48.000,2,0,-6.124997,0.908337
343,-47.000,3,0,-6.191138,0.563814
344,-47.000,3,0,-6.077444,0.500388
345,-27.000,5,1,-5.956470,0.706451
346,-46.000,4,0,-6.266733,0.611906
347,-47.000,3,0,-6.083365,1.095993
348,-48.000,2,0,-5.921832,0.527391
349,-49.000,1,0,-6.144055,1.297296
350,-47.000,3,0,-6.157432,0.350757
351,-47.000,3,0,-5.881541,0.978440
352,-48.000,2,0,-6.051337,1.271187
353,-46.000,4,0,-5.943431,0.558691
354,-49.000,1,0,-6.211979,0.591074
355,-47.000,3,0,-6.261020,1.009349
356,-47.000,3,0,-6.095531,0.877925
357,-47.000,3,0,-6.398926,0.985254
358,-48.000,2,0,-6.166490,1.658904
359,-50.000,0,0,-6.289605,0.954356
360,-48.000,2,0,-6.359529,0.587177
361,-26.000,5,1,-6.534197,1.203045
362,-43.000,5,1,-6.053246,0.900220
363,-46.000,4,0,-6.104911,0.734801
364,-48.000,2,0,-6.351654,0.510321
365,-46.000,4,0,-5.937207,1.251917
366,-47.000,3,0,-5.809421,1.006355
367,-48.000,2,0,-6.095134,1.089767
368,-46.000,4,0,-6.375547,0.840990
369,-49.000,1,0,-6.178828,1.011527
370,-49.000,1,0,-6.329299,0.704923
371,-43.000,5,1,-6.125040,1.024704
372,-48.000,2,0,-6.125565,0.712263
373,-50.000,0,0,-6.114736,0.609754
374,-46.000,4,0,-6.235154,0.562550
375,-47.000,3,0,-6.265707,1.241822
376,-48.000,2,0,-6.244129,1.058932
377,-48.000,2,0,-6.292021,0.940576
378,-46.000,4,0,-6.091427,1.897911
379,-47.000,3,0,-6.146698,1.092563
380,-47.000,3,0,-6.409436,0.728937
381,-47.000,3,0,-6.143699,0.725229
382,-48.000,2,0,-6.158591,1.204589
383,-49.000,1,0,-6.285625,1.215702
384,-48.000,2,0,-6.385688,0.789621
385,-48.000,2,0,-6.323790,0.614386
386,-47.000,3,0,-6.593132,0.925396
387,-49.000,1,0,-6.517446,0.578713
388,-47.000,3,0,-6.180184,1.015146
389,-48.000,2,0,-6.185260,0.955387
390,-48.000,2,0,-6.323358,2.056626
391,-47.000,3,0,-6.229843,1.005943
392,-49.000,1,0,-6.372973,0.892431
393,-32.000,5,1,-6.511964,0.700600
394,-47.000,3,0,-6.362552,0.923115
395,-48.000,2,0,-6.361267,1.674112
396,-46.000,4,0,-6.096793,1.046728
397,-36.000,5,1,-6.226380,1.443439
398,-48.000,2,0,-6.334526,0.969640
399,-48.000,2,0,-6.395441,0.656683
400,-47.000,3,0,-6.398346,0.831852
401,-46.000,4,0,-6.366957,1.123437
402,-46.000,4,0,-6.134911,0.804250
403,-50.000,0,0,-6.350369,1.268341
404,-47.000,3,0,-6.370241,1.283417
405,-46.000,4,0,-6.573789,1.233083
406,-48.000,2,0,-6.481965,0.624475
407,-49.000,1,0,-6.154975,0.957580
408,-47.000,3,0,-6.534885,0.874392
409,-42.000,5,1,-6.468214,1.033864
410,-47.000,3,0,-6.394921,0.364631
411,-47.000,3,0,-6.367077,1.270863
412,-47.000,3,0,-6.152173,1.804013
413,-47.000,3,0,-6.202571,0.932734
414,-49.000,1,0,-6.346274,1.590941
415,-36.000,5,1,-6.406993,0.847255
416,-49.000,1,0,-6.340773,1.282061
417,-49.000,1,0,-6.288194,0.624925
418,-49.000,1,0,-6.165107,1.017277
419,-32.000,5,1,-6.487103,0.374524
420,-48.000,2,0,-6.411799,0.495591
421,-46.000,4,0,-6.140871,0.430093
422,-46.000,4,0,-6.464892,0.388825
423,-43.000,5,1,-6.375852,1.242505
424,-49.000,1,0,-6.300905,1.205129
425,-49.000,1,0,-6.110101,0.791343
426,-49.000,1,0,-6.368236,1.109878
427,-47.000,3,0,-6.315993,2.010851
428,-44.000,5,1,-6.291730,1.945224
429,-50.000,0,0,-6.325171,0.660884
430,-48.000,2,0,-6.313889,1.259629
431,-47.000,3,0,-6.587210,0.364747
432,-47.000,3,0,-6.321414,1.126457
433,-48.000,2,0,-6.286009,0.509899
434,-49.000,1,0,-6.605867,0.711674
435,-38.000,5,1,-6.020957,1.412544
436,-48.000,2,0,-6.493005,0.393230
437,-47.000,3,0,-6.512631,1.234710
438,-47.000,3,0,-6.142447,1.115793
439,-48.000,2,0,-6.564679,1.342364
440,-47.000,3,0,-6.348348,1.581650
441,-46.000,4,0,-6.256049,1.218223
442,-50.000,0,0,-6.492357,0.444811
443,-49.000,1,0,-6.176106,0.553229
444,-33.000,5,1,-6.369956,1.024214
445,-46.000,4,0,-6.348915,0.880103
446,-48.000,2,0,-6.435648,0.393560
447,-46.000,4,0,-6.102911,1.040509
448,-49.000,1,0,-6.321576,0.798533
449,-46.000,4,0,-6.829829,0.419109
450,-50.000,0,0,-6.467545,1.318629
