Episode,Reward,Success,MinDistance_cm,Actor_Loss,Critic_Loss
1,-30.030,0,8.720,,
2,-27.677,0,15.142,,
3,-56.527,0,28.131,,
4,-25.739,0,5.941,,
5,-25.737,0,21.759,,
6,-24.208,0,13.227,,
7,-74.659,0,12.111,,
8,-50.000,0,56.565,,
9,-22.553,0,16.661,,
10,-24.248,0,19.458,,
11,-35.028,0,20.244,,
12,-66.648,0,17.028,,
13,-63.712,0,37.048,,
14,-69.402,0,22.406,,
15,-31.149,0,8.255,,
16,-60.155,0,4.428,,
17,-80.599,0,27.737,,
18,-30.172,0,12.030,,
19,-32.377,0,12.353,,
20,-30.605,0,15.345,,
21,-54.889,0,10.678,,
22,-59.260,0,12.371,,
23,-22.941,0,15.298,,
24,-62.219,0,7.887,,
25,-26.177,0,13.856,,
26,-75.819,0,12.875,-4.179715,170.612457
27,-25.318,0,6.150,-4.645421,82.156067
28,-22.648,0,6.105,-5.072574,61.363178
29,-28.469,0,24.843,-5.243958,97.451096
30,-24.720,0,5.381,-5.308952,94.000755
31,-21.406,0,6.506,-5.519876,88.990158
32,-73.264,0,12.117,-5.951139,85.797440
33,-67.395,0,14.584,-6.030171,43.324593
34,-23.426,0,20.144,-6.210258,64.366951
35,-16.803,0,12.045,-6.475301,20.095139
36,-16.010,0,12.635,-6.824393,85.314461
37,-15.149,0,13.044,-6.659212,105.542938
38,-17.494,0,10.103,-6.780235,35.778191
39,-19.997,0,9.517,-7.034065,15.946342
40,-24.786,0,20.985,-7.358547,45.839218
41,-19.893,0,15.602,-7.673608,49.789841
42,-50.192,0,19.017,-7.417397,42.101967
43,-20.378,0,16.448,-7.701677,58.765087
44,-20.317,0,13.078,-7.665628,66.750488
45,-19.005,0,7.263,-8.114162,27.201679
46,-50.317,0,12.165,-7.763992,83.118820
47,-19.644,0,12.210,-7.742820,28.262438
48,-27.516,0,9.925,-8.103083,52.289917
49,-23.687,0,12.577,-8.112267,75.502991
50,-21.924,0,6.418,-8.118250,55.596771
51,-20.019,0,8.540,-8.412560,25.580219
52,-29.930,0,7.783,-8.035254,25.647799
53,-23.730,0,7.022,-8.323460,59.366898
54,-18.500,0,6.543,-8.197569,44.793232
55,-59.076,0,23.899,-8.440916,18.339390
56,-24.596,0,11.696,-8.355659,30.170328
57,-22.448,0,19.909,-8.178357,41.026550
58,-59.217,0,16.727,-8.358008,48.667877
59,-50.000,0,39.134,-8.572042,18.701027
60,-22.527,0,3.533,-8.396341,20.355934
61,-25.363,0,10.572,-8.288522,42.920364
62,-19.415,0,6.880,-8.162040,48.120136
63,-19.511,0,7.425,-8.410552,20.423592
64,-50.197,0,27.963,-8.378665,32.602615
65,-21.768,0,19.908,-8.548375,15.200779
66,-22.629,0,13.241,-8.221529,15.244837
67,-23.832,0,10.462,-7.904615,55.559410
68,-23.793,0,12.108,-8.217621,23.570181
69,-18.981,0,10.638,-8.449561,17.316065
70,-22.257,0,4.568,-8.141060,12.637377
71,-18.445,0,11.118,-7.826796,40.134354
72,-14.689,0,8.521,-8.431232,18.753956
73,-17.039,0,9.255,-8.165130,14.688033
74,-14.098,0,12.017,-8.193940,21.474491
75,-23.342,0,15.059,-8.275600,14.948731
76,-21.224,0,7.796,-8.152540,13.345348
77,-56.974,0,19.894,-8.561374,8.066875
78,-50.000,0,37.307,-7.869043,38.663193
79,-18.263,0,16.667,-7.985614,39.334827
80,-17.843,0,5.345,-8.253768,10.432526
81,-19.093,0,6.923,-8.168183,11.312293
82,-12.890,0,6.674,-7.790698,35.001404
83,-11.795,0,3.255,-7.823488,21.480541
84,-19.388,0,2.980,-8.073031,22.826057
85,-18.552,0,12.716,-7.797506,11.293652
86,-12.964,0,10.734,-8.065995,30.758694
87,-18.536,0,8.394,-7.637617,9.795359
88,-51.217,0,25.394,-7.704692,14.985647
89,-16.513,0,11.903,-7.996743,28.032074
90,-53.263,0,16.006,-7.651914,10.317268
91,-11.128,0,10.465,-7.750389,9.553758
92,-18.824,0,13.352,-7.687363,56.999146
93,-18.899,0,9.312,-7.845351,34.310818
94,-15.234,0,8.376,-7.710107,26.040329
95,-12.577,0,1.681,-7.645861,32.857975
96,-55.308,0,16.508,-7.684810,10.289622
97,-21.581,0,8.948,-7.441814,48.077663
98,-20.614,0,18.050,-7.875658,10.219110
99,-10.765,0,6.308,-7.530185,33.563026
100,-14.744,0,11.178,-7.592800,25.551384
101,-22.703,0,11.770,-7.714025,9.360293
102,-23.480,0,13.550,-7.438360,48.032574
103,-19.212,0,7.156,-7.583875,28.371477
104,-16.060,0,6.833,-7.875623,11.895901
105,-15.004,0,6.536,-7.109375,13.183762
106,-18.787,0,8.391,-7.426295,43.798710
107,-15.476,0,7.375,-7.465710,9.460264
108,-12.348,0,14.174,-7.199427,55.570892
109,-17.417,0,3.128,-7.363226,29.764507
110,-14.317,0,6.788,-7.519491,9.495661
111,-13.027,0,5.080,-7.315841,10.041428
112,-14.816,0,5.978,-7.263037,10.325869
113,-10.804,0,10.261,-7.512812,9.446840
114,-8.958,0,6.133,-7.584110,10.483305
115,-19.651,0,14.708,-7.079743,12.566849
116,-54.262,0,3.932,-7.026192,40.675053
117,-21.121,0,21.939,-7.393379,32.655983
118,-16.018,0,11.329,-7.270090,32.474747
119,-18.094,0,6.606,-7.041679,11.176437
120,-14.367,0,9.825,-7.308706,32.841309
121,-15.137,0,4.565,-7.452144,10.692743
122,-12.894,0,2.712,-7.477814,9.229080
123,-13.308,0,3.970,-7.176737,30.976002
124,-14.319,0,6.682,-6.949497,14.810728
125,-14.925,0,9.691,-6.946443,10.023404
126,-12.342,0,5.530,-6.998655,30.670338
127,-23.631,0,22.607,-7.437156,11.760954
128,-11.894,0,4.993,-7.025422,11.030483
129,-24.720,0,15.883,-7.244317,9.273483
130,-72.836,0,8.058,-7.093666,42.251907
131,-9.850,0,5.664,-6.974755,9.878731
132,-20.486,0,14.166,-7.058154,9.822130
133,-23.994,0,23.225,-6.602780,11.073891
134,-22.843,0,8.381,-6.935991,29.500065
135,-9.398,0,5.653,-6.546740,24.005617
136,-13.080,0,9.081,-6.889500,11.043982
137,-17.796,0,4.145,-6.767066,28.987316
138,-16.827,0,4.359,-6.876852,13.589458
139,-13.055,0,10.976,-6.777832,29.280031
140,-19.975,0,19.112,-6.839892,48.401817
141,-15.401,0,13.156,-7.049761,8.533985
142,-15.623,0,6.087,-6.467797,13.742821
143,-16.092,0,12.069,-6.940793,29.077236
144,-8.970,0,3.228,-7.184474,9.843048
145,-12.239,0,8.252,-7.166542,31.435329
146,-8.941,0,5.874,-7.376058,12.950487
147,-17.069,0,15.488,-6.893340,30.751915
148,-14.628,0,6.961,-6.665997,12.828983
149,-12.111,0,10.204,-6.726582,10.223883
150,-21.476,0,5.947,-6.586246,9.778496
151,-21.071,0,11.257,-6.572601,32.636429
152,-17.056,0,7.169,-6.661831,10.677831
153,-23.657,0,7.404,-6.460858,11.656871
154,-12.630,0,10.405,-6.405069,27.273331
