Episode,Reward,Success,MinDistance_cm,Actor_Loss,Critic_Loss
1,-2.000,1,0.161,,
2,-6.000,1,0.877,,
3,-4.000,1,0.340,,
4,-1.000,1,0.816,,
5,-10.000,0,1.460,,
6,-10.000,0,4.846,,
7,-1.000,1,0.480,,
8,-1.000,1,0.674,,
9,-2.000,1,0.295,,
10,-10.000,0,1.668,,
11,-10.000,0,2.475,-1.870087,29.814842
12,-1.000,1,0.594,-2.341609,27.576874
13,-10.000,0,1.950,-2.248869,23.567783
14,-2.000,1,0.924,-3.309663,18.703796
15,-2.000,1,0.573,-3.357070,17.071205
16,-1.000,1,0.751,-3.888038,15.322405
17,-2.000,1,0.643,-4.083686,13.979223
18,-1.000,1,0.518,-4.428686,12.252584
19,-1.000,1,0.654,-4.643640,12.573185
20,-1.000,1,0.731,-4.687028,7.995342
21,-10.000,0,1.043,-4.353910,10.131302
22,-1.000,1,0.917,-4.885556,10.562162
23,-10.000,0,2.249,-4.883548,9.823902
24,-5.000,1,0.812,-4.442870,9.283739
25,-2.000,1,0.461,-4.690730,10.323313
26,-1.000,1,0.819,-4.489087,7.413497
27,-2.000,1,0.821,-4.677276,8.967230
28,0.000,1,0.977,-4.499391,11.113495
29,-2.000,1,0.974,-4.333592,8.538054
30,-10.000,0,2.257,-4.669543,9.887424
31,-10.000,0,6.971,-4.525143,11.704576
32,-10.000,0,2.158,-4.223099,8.963036
33,-1.000,1,0.595,-4.487398,7.305378
34,-1.000,1,0.432,-3.959756,9.770081
35,-2.000,1,0.506,-4.266463,7.447121
36,-10.000,0,10.240,-3.769262,7.839580
37,-2.000,1,0.265,-4.176568,8.327951
38,-3.000,1,0.572,-4.410392,7.555883
39,-6.000,1,0.940,-4.181732,8.190432
40,-10.000,0,1.448,-4.971826,6.573693
41,-10.000,0,3.125,-4.863233,7.954756
42,-10.000,0,1.086,-3.714178,8.772980
43,-1.000,1,0.729,-4.455388,8.070759
44,0.000,1,0.546,-4.190601,8.078810
45,-1.000,1,0.336,-4.265664,6.268546
46,-1.000,1,0.326,-4.426987,6.934466
47,-1.000,1,0.237,-4.113577,6.340128
48,0.000,1,0.272,-4.798258,8.729842
49,-2.000,1,0.611,-4.267923,9.508383
50,-10.000,0,9.054,-4.416338,8.312602
