Episode,Reward,Success,MinDistance_cm,Actor_Loss,Critic_Loss
1,-10.591,0,9.421,,
2,-11.515,0,7.663,,
3,-6.470,0,2.162,,
4,-9.711,0,7.223,,
5,-9.285,0,7.772,,
6,-9.547,0,5.469,,
7,-7.617,0,3.399,,
8,-9.089,0,7.580,,
9,-9.447,0,5.766,,
10,-10.193,0,7.416,,
11,-13.655,0,5.215,,
12,-10.847,0,5.833,,
13,-8.625,0,4.232,,
14,-12.398,0,3.586,,
15,-11.978,0,4.598,,
16,-10.166,0,7.494,,
17,-10.402,0,4.364,,
18,-12.960,0,3.692,,
19,-9.063,0,1.154,,
20,-8.809,0,7.144,-4.641783,29.037592
21,-7.861,0,5.574,-5.194728,29.250576
22,-10.237,0,4.141,-5.646092,24.326294
23,-8.311,0,6.727,-6.007027,22.951977
24,-7.922,0,4.336,-6.234379,21.033005
25,-8.724,0,8.998,-6.381790,18.654623
26,-9.283,0,7.206,-6.489330,15.606974
27,-9.282,0,5.057,-6.772593,14.011711
28,-8.930,0,8.486,-7.073730,12.020636
29,-8.374,0,7.263,-7.369351,11.326941
30,-8.952,0,5.294,-7.377100,10.689682
31,-6.178,0,2.659,-7.425786,7.901274
32,-9.413,0,9.927,-7.711592,9.103307
33,-8.856,0,8.893,-8.070128,8.887526
34,-9.550,0,5.242,-8.133043,9.718656
35,-9.541,0,7.973,-8.367685,5.807780
36,-5.299,0,2.971,-8.318284,5.795647
37,-6.282,0,2.898,-8.599033,7.237433
38,-5.944,0,1.403,-8.695488,7.909916
39,-6.765,0,2.955,-8.977736,7.761806
40,-9.534,0,7.144,-9.039989,4.011706
41,-8.837,0,4.598,-9.024461,6.746615
42,-9.575,0,11.186,-9.265044,2.773869
43,-8.570,0,3.592,-9.257474,4.462601
44,-9.197,0,6.772,-9.311304,4.083639
45,-7.610,0,5.593,-9.313271,3.694379
46,-8.227,0,5.553,-9.351642,6.247541
47,-9.243,0,7.043,-9.533121,3.640180
48,-7.202,0,5.064,-9.660811,2.857111
49,-8.734,0,7.449,-9.688957,5.958591
50,-7.582,0,5.217,-9.673346,3.765910
51,-8.047,0,4.247,-9.797212,3.697202
52,-8.841,0,5.150,-9.697676,5.642303
53,-7.897,0,6.615,-9.670484,4.237863
54,-11.007,0,6.770,-9.901690,4.076207
55,-5.777,0,3.391,-9.663797,6.438161
56,-7.950,0,3.937,-9.924206,5.706084
57,-8.635,0,8.369,-10.020708,4.350955
58,-9.276,0,7.214,-9.810216,4.490881
59,-7.192,0,2.367,-9.804222,3.451822
60,-7.659,0,3.897,-9.756943,4.520031
61,-8.067,0,4.339,-9.889597,5.033411
