Episode,Reward,Waypoints_Reached,Shape_Complete,Actor_Loss,Critic_Loss
1,-10.000,0,0,,
2,-10.000,0,0,,
3,-10.000,0,0,,
4,-10.000,0,0,,
5,-10.000,0,0,,
6,-9.000,1,0,,
7,-10.000,0,0,,
8,-10.000,0,0,,
9,-10.000,0,0,,
10,-10.000,0,0,,
11,-10.000,0,0,,
12,-10.000,0,0,,
13,-10.000,0,0,,
14,-10.000,0,0,,
15,-9.000,1,0,,
16,-10.000,0,0,,
17,-10.000,0,0,,
18,-10.000,0,0,,
19,-9.000,1,0,,
20,-9.000,1,0,,
21,-9.000,1,0,,
22,-10.000,0,0,,
23,-9.000,1,0,,
24,-10.000,0,0,,
25,-10.000,0,0,,
26,-8.000,2,0,,
27,-9.000,1,0,,
28,-10.000,0,0,,
29,-9.000,1,0,,
30,-10.000,0,0,,
31,-9.000,1,0,,
32,-10.000,0,0,,
33,-9.000,1,0,,
34,-10.000,0,0,,
35,-10.000,0,0,,
36,-10.000,0,0,,
37,-10.000,0,0,,
38,-10.000,0,0,,
39,-10.000,0,0,,
40,-10.000,0,0,,
41,-10.000,0,0,,
42,-10.000,0,0,,
43,-10.000,0,0,,
44,-9.000,1,0,,
45,-9.000,1,0,,
46,-10.000,0,0,,
47,-10.000,0,0,,
48,-10.000,0,0,,
49,-10.000,0,0,,
50,-8.000,2,0,,
51,-10.000,0,0,,
52,-10.000,0,0,,
53,-10.000,0,0,,
54,-10.000,0,0,,
55,-9.000,1,0,,
56,-9.000,1,0,,
57,-10.000,0,0,,
58,-10.000,0,0,,
59,-10.000,0,0,,
60,-10.000,0,0,,
61,-10.000,0,0,,
62,-10.000,0,0,,
63,-10.000,0,0,,
64,-10.000,0,0,,
65,-8.000,2,0,,
66,-9.000,1,0,,
67,-10.000,0,0,,
68,-10.000,0,0,,
69,-9.000,1,0,,
70,-9.000,1,0,,
71,-9.000,1,0,,
72,-10.000,0,0,,
73,-10.000,0,0,,
74,-10.000,0,0,,
75,-10.000,0,0,,
76,-9.000,1,0,,
77,-9.000,1,0,,
78,-10.000,0,0,,
