Episode,Reward,Waypoints_Reached,Shape_Complete,Actor_Loss,Critic_Loss
1,-47.000,3,0,,
2,-46.000,4,0,,
3,-44.000,6,0,,
4,-43.000,7,0,,
5,-44.000,6,0,,
6,-46.000,4,0,-2.236300,0.693284
7,-47.000,3,0,-2.297729,0.366962
8,-47.000,3,0,-2.391481,0.382117
9,-42.000,8,0,-2.416491,0.439896
10,-46.000,4,0,-2.414647,0.250306
11,-42.000,8,0,-2.386191,0.327207
12,-48.000,2,0,-2.313357,0.470222
13,-43.000,7,0,-2.354538,0.362544
14,-45.000,5,0,-2.306138,0.275293
15,-44.000,6,0,-2.267200,0.308782
16,-44.000,6,0,-2.255922,0.264818
17,-45.000,5,0,-2.212085,0.334743
18,-45.000,5,0,-2.176190,0.329414
19,-46.000,4,0,-2.231365,0.414723
20,-46.000,4,0,-2.256244,0.428132
21,-43.000,7,0,-2.225954,0.242940
22,-42.000,8,0,-2.327802,0.246656
23,-43.000,7,0,-2.324548,0.320019
24,-42.000,8,0,-2.341182,0.204972
25,-49.000,1,0,-2.403456,0.338511
26,-45.000,5,0,-2.464145,0.359948
27,-44.000,6,0,-2.454560,0.527547
28,-46.000,4,0,-2.473347,0.447039
29,-42.000,8,0,-2.539045,0.328745
30,-40.000,10,0,-2.559620,0.405410
31,-42.000,8,0,-2.625054,0.330468
32,-43.000,7,0,-2.520042,0.439535
33,-42.000,8,0,-2.686231,0.334317
34,-44.000,6,0,-2.673345,0.457846
35,-44.000,6,0,-2.728020,0.433204
36,-44.000,6,0,-2.688122,0.283276
37,-43.000,7,0,-2.650745,0.419702
38,-44.000,6,0,-2.763595,0.232970
39,-46.000,4,0,-2.810273,0.349807
40,-43.000,7,0,-2.847563,0.394918
41,-41.000,9,0,-2.850584,0.527240
42,-41.000,9,0,-2.873709,0.344853
43,-44.000,6,0,-2.894375,0.390691
44,-46.000,4,0,-2.929116,0.241373
45,-45.000,5,0,-2.949528,0.290196
46,-40.000,10,0,-3.028373,0.555324
47,-41.000,9,0,-3.028261,0.511352
48,-46.000,4,0,-3.054167,0.515432
49,-42.000,8,0,-3.103829,0.210307
50,-41.000,9,0,-3.102813,0.349734
51,-45.000,5,0,-3.083845,0.526088
52,-41.000,9,0,-3.148269,0.413277
53,-41.000,9,0,-3.255175,0.306956
54,-41.000,9,0,-3.214655,0.314067
55,-46.000,4,0,-3.155550,0.530037
56,-47.000,3,0,-3.159796,0.404217
57,-45.000,5,0,-3.241547,0.495470
58,-44.000,6,0,-3.295055,0.451845
59,-47.000,3,0,-3.350357,0.525177
60,-42.000,8,0,-3.288461,0.783597
61,-48.000,2,0,-3.461653,0.452083
62,-45.000,5,0,-3.366724,0.567224
63,-43.000,7,0,-3.468670,0.428051
64,-42.000,8,0,-3.512178,0.567654
65,-43.000,7,0,-3.552698,0.582389
66,-46.000,4,0,-3.505374,0.356749
67,-46.000,4,0,-3.480568,0.496403
68,-44.000,6,0,-3.561013,0.451550
69,-44.000,6,0,-3.465791,0.478845
70,-43.000,7,0,-3.635145,0.385112
71,-41.000,9,0,-3.624344,0.629600
72,-40.000,10,0,-3.577965,0.628402
73,-45.000,5,0,-3.695210,0.398500
74,-43.000,7,0,-3.725606,0.458245
75,-46.000,4,0,-3.675799,0.482266
76,-45.000,5,0,-3.671640,0.572673
77,-42.000,8,0,-3.797959,0.293343
78,-45.000,5,0,-3.780123,0.415571
79,-46.000,4,0,-3.713465,0.526835
80,-43.000,7,0,-3.952605,0.561333
81,-41.000,9,0,-3.927948,0.281942
82,-45.000,5,0,-3.821287,0.698315
83,-44.000,6,0,-3.901734,0.444737
84,-44.000,6,0,-3.892102,0.493213
85,-42.000,8,0,-4.070636,0.510142
86,-41.000,9,0,-3.851725,0.567093
87,-44.000,6,0,-3.921731,0.333033
88,-47.000,3,0,-3.940593,0.455179
89,-41.000,9,0,-4.050275,0.543061
90,-45.000,5,0,-4.057592,0.257544
91,-46.000,4,0,-3.952269,0.507171
92,-41.000,9,0,-4.058370,0.766876
93,-43.000,7,0,-4.119262,0.580094
94,-45.000,5,0,-4.040002,0.668402
95,-43.000,7,0,-4.065063,0.342219
96,-44.000,6,0,-4.317065,0.557435
97,-47.000,3,0,-4.057049,1.051674
98,-45.000,5,0,-4.232312,0.517195
99,-40.000,10,0,-4.139758,1.141985
100,-41.000,9,0,-4.255528,1.006091
101,-45.000,5,0,-4.294050,0.599949
102,-46.000,4,0,-4.223094,0.529897
103,-45.000,5,0,-4.336708,0.589595
104,-42.000,8,0,-4.333666,0.887106
105,-43.000,7,0,-4.519656,0.616050
106,-43.000,7,0,-4.348068,0.677814
107,-43.000,7,0,-4.303601,0.602945
108,-43.000,7,0,-4.573941,0.480739
109,-40.000,10,0,-4.504147,0.545069
110,-41.000,9,0,-4.627513,0.649442
111,-40.000,10,0,-4.621902,0.388650
112,-47.000,3,0,-4.451556,0.694284
113,-44.000,6,0,-4.539570,0.632406
114,-41.000,9,0,-4.723165,0.469250
115,-44.000,6,0,-4.627289,0.307711
116,-47.000,3,0,-4.645178,0.802754
117,-43.000,7,0,-4.606023,0.385232
118,-44.000,6,0,-4.635815,0.930822
119,-44.000,6,0,-4.781924,0.478733
120,-44.000,6,0,-4.697424,0.756806
121,-46.000,4,0,-4.794539,0.692167
122,-40.000,10,0,-4.753416,0.753688
123,-45.000,5,0,-4.786547,0.310383
124,-47.000,3,0,-4.641838,0.751020
125,-46.000,4,0,-4.763602,0.811090
126,-42.000,8,0,-4.913266,0.994358
127,-46.000,4,0,-4.863600,0.530415
128,-43.000,7,0,-5.038310,0.761418
129,-43.000,7,0,-4.997865,0.492855
130,-41.000,9,0,-4.947073,1.064050
131,-45.000,5,0,-4.911925,0.469773
132,-44.000,6,0,-5.112263,0.447198
133,-46.000,4,0,-5.046954,0.710549
134,-48.000,2,0,-5.020908,0.692839
135,-44.000,6,0,-4.955108,0.900290
136,-45.000,5,0,-5.069542,0.508507
137,-45.000,5,0,-5.132873,0.377433
138,-47.000,3,0,-5.027239,0.800819
139,-46.000,4,0,-4.919074,0.588406
140,-40.000,10,0,-5.028305,0.902791
141,-40.000,10,0,-5.237637,0.744509
142,-45.000,5,0,-5.209570,0.876366
143,-44.000,6,0,-5.130960,0.559635
144,-41.000,9,0,-5.140567,0.587790
145,-43.000,7,0,-5.168856,0.633069
146,-44.000,6,0,-5.267030,0.509832
147,-41.000,9,0,-5.208303,0.807700
148,-44.000,6,0,-5.407899,0.634769
149,-45.000,5,0,-5.243632,0.636115
150,-43.000,7,0,-5.348420,0.570972
151,-47.000,3,0,-5.285905,0.718424
152,-42.000,8,0,-5.479001,0.875396
153,-46.000,4,0,-5.316985,0.544754
154,-38.000,12,0,-5.447040,0.331245
155,-45.000,5,0,-5.507563,0.579690
156,-43.000,7,0,-5.361358,1.081517
157,-46.000,4,0,-5.670730,0.625211
158,-45.000,5,0,-5.451720,0.497451
159,-40.000,10,0,-5.501852,0.658363
160,-45.000,5,0,-5.640990,0.844140
161,-43.000,7,0,-5.590491,0.523955
162,-45.000,5,0,-5.492033,0.989391
163,-43.000,7,0,-5.570610,0.713024
164,-40.000,10,0,-5.475226,0.738279
165,-45.000,5,0,-5.793748,0.451506
166,-46.000,4,0,-5.744526,0.833708
167,-42.000,8,0,-5.747288,0.312782
168,-43.000,7,0,-5.615703,0.545193
169,-42.000,8,0,-5.730854,0.608622
170,-45.000,5,0,-5.737062,0.699227
171,-45.000,5,0,-5.653425,0.514379
172,-43.000,7,0,-5.789176,0.359316
173,-44.000,6,0,-5.880185,0.594944
174,-42.000,8,0,-5.774569,0.617588
175,-42.000,8,0,-5.806040,0.897593
176,-42.000,8,0,-5.619757,0.769910
177,-40.000,10,0,-5.970488,0.959963
178,-46.000,4,0,-5.928041,0.845010
179,-42.000,8,0,-6.025100,0.759617
180,-42.000,8,0,-5.802129,0.665941
181,-44.000,6,0,-5.979589,0.373846
182,-46.000,4,0,-5.878068,0.512938
183,-45.000,5,0,-5.950869,0.498882
184,-41.000,9,0,-5.865638,0.659775
185,-42.000,8,0,-5.904555,0.514064
186,-48.000,2,0,-5.937254,0.525211
187,-45.000,5,0,-6.253106,0.405587
188,-47.000,3,0,-5.926155,0.615584
189,-46.000,4,0,-5.953246,1.254817
190,-42.000,8,0,-5.920177,1.054488
191,-46.000,4,0,-6.131275,0.665772
192,-39.000,11,0,-6.077505,1.806920
193,-42.000,8,0,-6.091123,0.735988
194,-45.000,5,0,-6.251848,0.602068
195,-40.000,10,0,-6.184121,0.527489
196,-44.000,6,0,-6.410100,0.632484
197,-47.000,3,0,-6.211942,0.776693
198,-40.000,10,0,-6.102263,0.769151
199,-45.000,5,0,-5.840922,0.692971
