Episode,Reward,Success,MinDistance_cm,Actor_Loss,Critic_Loss
1,-55.366,0,10.016,,
2,-58.185,0,30.101,,
3,-28.612,0,7.431,,
4,-65.909,0,24.753,,
5,-32.225,0,25.236,,
6,-24.424,0,15.171,,
7,-66.839,0,14.544,,
8,-25.394,0,21.530,,
9,-66.918,0,12.617,,
10,-27.317,0,24.168,,
11,-67.167,0,22.954,,
12,-56.742,0,39.218,,
13,-32.514,0,8.587,,
14,-66.929,0,10.529,-9.947631,31.905376
15,-25.841,0,3.528,-12.771164,64.621407
16,-57.502,0,18.396,-12.921724,110.005981
17,-22.393,0,9.987,-13.239863,84.103485
18,-29.417,0,6.256,-13.765235,7.207482
19,-66.625,0,26.497,-14.068247,57.997757
20,-29.031,0,15.592,-14.607080,86.494827
21,-35.324,0,20.566,-14.836290,12.045516
22,-54.052,0,14.323,-15.154558,59.648178
23,-50.929,0,28.593,-15.506317,132.983917
24,-31.549,0,19.019,-15.896538,130.801270
25,-53.445,0,21.373,-15.945625,115.047897
26,-79.892,0,13.593,-16.400663,98.509918
27,-20.826,0,10.606,-16.211166,57.760025
28,-19.446,0,17.139,-17.001554,59.409073
29,-22.982,0,10.361,-17.102633,81.830002
30,-70.108,0,19.256,-17.510578,99.390511
31,-23.548,0,21.945,-17.512638,35.226326
32,-24.111,0,14.992,-18.003117,85.549286
33,-21.800,0,11.427,-17.600697,81.840576
34,-26.677,0,20.275,-18.213987,78.355576
35,-22.837,0,3.431,-18.473549,29.875889
36,-28.152,0,21.034,-18.271658,60.279724
37,-18.868,0,4.524,-18.551517,20.748270
38,-27.564,0,17.667,-18.770166,48.725876
39,-50.000,0,20.799,-18.771492,80.999619
40,-25.975,0,10.124,-19.032852,47.686470
41,-23.004,0,12.086,-18.829380,44.034237
42,-25.502,0,16.367,-18.952475,43.639137
43,-71.713,0,9.901,-18.694075,103.669807
44,-22.644,0,9.998,-19.551308,26.247269
45,-24.180,0,4.122,-19.049067,26.460512
46,-26.047,0,8.730,-19.211758,38.408493
47,-25.135,0,7.175,-19.721338,91.654022
48,-23.156,0,16.776,-18.540586,70.361198
49,-23.697,0,14.530,-19.039688,68.261650
50,-23.071,0,10.775,-19.573381,56.654247
51,-23.707,0,7.863,-18.974510,66.836945
52,-29.196,0,13.168,-19.117188,143.912170
53,-16.016,0,7.481,-19.104725,82.066597
54,-30.742,0,24.868,-19.207941,55.236019
55,-23.366,0,9.300,-19.308716,66.566399
56,-30.035,0,25.166,-18.532913,55.340675
57,-21.540,0,20.381,-18.823235,48.358871
58,-20.540,0,10.789,-19.010197,24.057987
59,-19.259,0,20.646,-19.341534,37.051758
60,-19.253,0,16.383,-18.888084,43.164867
61,-22.312,0,16.856,-19.605953,58.141167
62,-22.637,0,17.396,-17.788877,38.326172
63,-20.629,0,4.019,-18.916275,32.728027
64,-24.406,0,18.023,-18.635250,49.356842
65,-15.278,0,6.556,-18.768496,27.358677
66,-16.249,0,10.262,-18.572599,44.163879
67,-69.151,0,11.199,-17.554199,26.447338
68,-27.422,0,18.902,-18.013393,25.780277
69,-25.032,0,15.591,-18.427959,56.678799
70,-33.469,0,28.375,-18.118025,57.548683
71,-12.205,0,5.064,-17.838570,53.245071
72,-19.049,0,3.744,-17.646141,22.329906
73,-66.862,0,20.267,-17.105818,36.868660
74,-24.257,0,12.802,-17.266487,40.239326
75,-20.811,0,18.062,-17.533871,48.521957
76,-24.572,0,11.342,-17.348206,49.113964
77,-22.740,0,3.717,-16.526930,34.659309
78,-23.684,0,11.193,-17.171064,16.165363
79,-26.991,0,17.418,-17.248713,55.674957
80,-24.688,0,20.937,-16.890163,39.489830
81,-19.367,0,12.006,-17.074001,29.626110
82,-21.411,0,19.154,-17.052795,22.331438
83,-17.004,0,15.745,-16.741816,18.889328
84,-18.955,0,19.079,-15.778755,34.352005
85,-21.072,0,20.348,-16.634649,24.659191
86,-18.982,0,7.957,-16.621216,26.490671
87,-17.608,0,5.140,-15.733481,34.469612
88,-24.555,0,14.001,-16.624496,21.146275
89,-20.832,0,11.880,-15.976698,23.663914
90,-22.961,0,7.284,-15.561961,19.925655
91,-18.465,0,14.549,-16.051064,51.814095
92,-23.669,0,25.617,-15.485147,41.560043
93,-25.098,0,15.486,-15.277746,15.594101
94,-25.920,0,16.597,-15.681924,15.288311
95,-23.258,0,21.275,-15.558838,33.036522
96,-29.580,0,11.792,-14.952951,23.465126
97,-24.423,0,11.896,-14.976120,24.034077
98,-21.167,0,14.068,-14.904678,19.753654
99,-25.038,0,13.065,-14.843307,25.731289
100,-20.107,0,14.114,-14.835807,31.954821
101,-22.709,0,20.532,-14.898750,16.028477
102,-22.279,0,12.732,-13.903014,24.769594
103,-14.532,0,10.946,-13.416629,37.644829
104,-19.462,0,3.560,-13.767854,12.521418
105,-22.710,0,12.704,-14.157417,45.668015
106,-24.324,0,9.211,-13.951380,17.105747
107,-19.395,0,9.294,-14.629196,15.481199
108,-24.061,0,20.713,-14.084040,10.247227
109,-23.236,0,12.513,-13.604460,24.952368
110,-31.637,0,20.737,-13.761340,17.601650
111,-20.959,0,17.310,-13.375773,22.205891
112,-16.439,0,11.187,-12.692585,13.040983
113,-30.767,0,6.631,-13.676551,23.866560
114,-21.794,0,13.898,-13.098599,17.010746
115,-29.869,0,25.691,-13.058317,10.773026
116,-20.990,0,9.482,-12.894466,11.274811
117,-23.053,0,11.333,-12.502757,15.970818
118,-18.063,0,3.722,-13.069753,38.310757
119,-22.528,0,22.654,-12.242702,13.166864
120,-22.354,0,21.223,-12.209896,18.101349
121,-23.506,0,13.695,-12.364301,15.119419
122,-24.616,0,13.169,-11.824434,14.219418
123,-20.559,0,10.267,-12.015119,34.611244
124,-18.658,0,11.220,-11.952547,9.490677
125,-14.837,0,8.186,-11.924223,22.017344
126,-23.496,0,12.081,-12.061744,10.149899
