Episode,Reward,Success,MinDistance_cm,Actor_Loss,Critic_Loss
1,-66.599,0,22.918,,
2,-25.945,0,9.025,,
3,-62.286,0,14.266,,
4,-24.071,0,12.266,,
5,-19.106,0,8.898,,
6,-18.897,0,7.174,,
7,-23.262,0,11.318,,
8,-22.955,0,14.876,,
9,-18.508,0,10.847,,
10,-20.844,0,15.904,,
11,-15.857,0,4.642,,
12,-20.970,0,11.679,,
13,-67.897,0,11.166,,
14,-20.598,0,9.711,,
15,-50.033,0,9.882,,
16,-25.178,0,10.344,,
17,-19.975,0,20.984,,
18,-22.924,0,19.703,,
19,-25.982,0,13.941,,
20,-30.887,0,5.293,,
21,-20.333,0,17.820,,
22,-24.108,0,13.294,-4.449429,55.161404
23,-68.182,0,12.339,-4.939479,100.105270
24,-62.415,0,9.194,-5.145526,54.180573
25,-57.407,0,17.581,-5.378336,73.219437
26,-20.004,0,19.387,-5.522223,24.450245
27,-19.325,0,14.279,-5.725651,68.262817
28,-17.750,0,7.325,-5.957119,86.221184
29,-18.602,0,15.660,-6.068190,41.829247
30,-20.672,0,6.956,-6.381088,16.281418
31,-21.312,0,15.493,-6.418715,63.138832
32,-50.253,0,24.969,-6.699360,38.927265
33,-14.653,0,6.553,-6.728692,57.163048
34,-17.038,0,12.788,-6.829644,33.103096
35,-18.324,0,4.911,-7.104838,56.930431
36,-17.217,0,13.123,-7.485444,74.756378
37,-12.282,0,2.070,-7.622366,53.409081
38,-18.246,0,6.587,-7.553290,29.924721
39,-17.468,0,3.028,-7.935854,11.384969
40,-16.729,0,8.967,-7.996190,30.673935
41,-8.330,0,5.247,-8.368921,28.281565
42,-18.039,0,10.472,-8.037803,27.774418
43,-18.679,0,14.828,-8.383696,10.006147
44,-15.078,0,8.406,-8.588283,30.910444
45,-15.500,0,10.903,-8.605520,23.698421
46,-18.004,0,5.018,-8.565288,25.613678
47,-11.810,0,3.856,-8.686133,20.331223
48,-18.196,0,8.159,-8.836440,21.874008
49,-17.311,0,5.680,-9.034960,5.672157
50,-18.708,0,6.469,-8.620605,48.235180
51,-12.050,0,6.055,-8.783062,9.484788
52,-14.055,0,7.884,-9.159899,10.487604
53,-14.098,0,2.929,-8.985358,24.430779
54,-15.339,0,8.433,-8.921291,21.399731
55,-14.854,0,5.295,-8.838838,31.887146
56,-17.786,0,14.050,-8.954370,33.749565
57,-11.088,0,3.877,-9.143032,24.345356
58,-17.178,0,3.739,-8.567118,27.324345
59,-13.923,0,8.911,-9.299890,29.654903
60,-14.228,0,11.620,-9.371007,18.763361
61,-14.860,0,9.646,-8.939285,27.253498
62,-17.354,0,14.573,-9.224397,5.273034
63,-16.213,0,11.760,-8.880348,20.056614
64,-17.626,0,11.240,-9.126040,7.722688
65,-17.520,0,3.222,-9.183709,26.124506
66,10.000,1,0.215,-9.208907,14.697411
67,-23.637,0,2.432,-9.114318,29.566460
68,-10.997,0,8.770,-9.067976,25.384897
69,-19.244,0,5.313,-9.122172,25.706028
70,-8.247,0,6.723,-9.068517,7.685123
71,-7.995,0,1.730,-8.839577,26.151390
72,-19.317,0,2.808,-8.491872,19.553055
73,-14.863,0,12.121,-8.959889,10.542930
74,-48.729,0,10.943,-9.085312,5.552311
75,-17.258,0,9.038,-8.866475,13.280266
76,-13.864,0,10.969,-8.512319,8.034803
77,-18.756,0,11.371,-8.451734,13.847515
78,-49.567,0,9.394,-8.402550,6.838531
79,-15.269,0,16.677,-8.349857,42.799786
80,-12.333,0,5.597,-8.370876,14.326752
81,-14.734,0,7.361,-8.436651,25.716476
82,-16.786,0,5.205,-8.543078,24.554729
83,-15.092,0,5.447,-8.567164,16.282684
84,-15.068,0,11.231,-8.201689,11.738906
85,-17.360,0,12.154,-8.637914,6.549111
86,-17.175,0,4.580,-8.530922,21.186661
87,-10.024,0,6.316,-8.438931,6.739507
88,-9.406,0,5.349,-8.264176,8.608305
89,-15.981,0,7.384,-8.443736,7.344611
90,-17.811,0,5.829,-8.084479,7.776788
91,-19.097,0,10.432,-8.122760,7.845777
92,-16.131,0,3.700,-7.807952,9.203369
93,-9.760,0,4.114,-8.163108,11.648628
94,-18.024,0,5.771,-8.032517,12.417727
95,-16.425,0,5.175,-8.189809,28.736538
96,-14.284,0,5.736,-8.226217,36.156532
97,-56.308,0,7.078,-8.355032,5.952087
98,-9.746,0,5.222,-7.649383,10.726956
99,-10.158,0,6.056,-7.806516,11.183081
100,-16.912,0,4.756,-7.559259,8.632011
101,-14.708,0,12.081,-8.012607,8.032656
102,-13.061,0,3.281,-8.139999,5.623940
103,-18.303,0,14.444,-7.683459,6.676315
104,-12.382,0,5.635,-7.543756,7.476691
105,-12.870,0,3.118,-7.818012,8.606309
106,-14.503,0,7.934,-7.836018,31.503969
107,-13.707,0,2.087,-7.681109,7.982505
108,-16.230,0,8.208,-7.790862,7.234260
109,-11.698,0,1.649,-7.490124,6.650315
110,-18.290,0,9.402,-7.549291,8.365965
111,-16.158,0,6.208,-7.828842,12.550837
112,-60.872,0,5.662,-7.658639,9.857489
113,-14.610,0,5.325,-7.667980,12.531352
